geoid,rural_ruca,rural_fhfa,rural_forhp,rural_rucc,rural_uic,rural_cdc,rural_cbsa_2020,rural_cbsa_2013,rural_far,geoid_st
13073030402,0,0,0,0,0,0,0,0,0,13
13073030503,0,0,0,0,0,0,0,0,0,13
13073030504,0,1,0,0,0,0,0,0,0,13
13073030505,0,0,0,0,0,0,0,0,0,13
13073030506,0,0,0,0,0,0,0,0,0,13
13073030603,0,0,0,0,0,0,0,0,0,13
13075960100,1,1,1,1,1,1,1,1,0,13
13075960200,0,1,1,1,1,1,1,1,0,13
13075960300,0,1,1,1,1,1,1,1,0,13
13075960400,0,1,1,1,1,1,1,1,0,13
13077170100,0,1,0,0,0,0,0,0,0,13
13077170200,0,0,0,0,0,0,0,0,0,13
13077170303,0,0,0,0,0,0,0,0,0,13
13077170304,0,0,0,0,0,0,0,0,0,13
13077170305,0,0,0,0,0,0,0,0,0,13
13077170306,0,0,0,0,0,0,0,0,0,13
13077170402,0,0,0,0,0,0,0,0,0,13
13077170403,0,0,0,0,0,0,0,0,0,13
13077170404,0,0,0,0,0,0,0,0,0,13
13077170405,0,0,0,0,0,0,0,0,0,13
13077170406,0,0,0,0,0,0,0,0,0,13
13077170501,0,0,0,0,0,0,0,0,0,13
13077170502,0,0,0,0,0,0,0,0,0,13
13077170503,0,0,0,0,0,0,0,0,0,13
13077170601,0,0,0,0,0,0,0,0,0,13
13077170602,0,0,0,0,0,0,0,0,0,13
13077170603,0,0,0,0,0,0,0,0,0,13
13077170700,0,0,0,0,0,0,0,0,0,13
13077170801,0,1,0,0,0,0,0,0,0,13
13077170802,0,1,0,0,0,0,0,0,0,13
13079070100,0,1,1,0,0,0,0,0,0,13
13079070201,0,1,1,0,0,0,0,0,0,13
13079070202,1,1,1,0,0,0,0,0,0,13
13081010100,1,1,1,1,1,1,1,1,0,13
13081010201,1,1,1,1,1,1,1,1,0,13
13081010202,1,1,1,1,1,1,1,1,0,13
13081010300,1,1,1,1,1,1,1,1,0,13
13081010400,1,1,1,1,1,1,1,1,0,13
13081010500,1,1,1,1,1,1,1,1,0,13
13083040101,0,1,0,0,0,0,0,0,0,13
13083040102,0,1,0,0,0,0,0,0,0,13
13083040200,0,1,0,0,0,0,0,0,0,13
13083040300,0,0,0,0,0,0,0,0,0,13
13085970100,0,1,0,0,0,0,0,0,0,13
13085970201,0,0,0,0,0,0,0,0,0,13
13085970202,0,1,0,0,0,0,0,0,0,13
13087970100,1,1,1,1,1,1,1,1,0,13
13087970200,1,1,1,1,1,1,1,1,0,13
13087970300,1,1,1,1,1,1,1,1,0,13
13087970400,1,1,1,1,1,1,1,1,0,13
13087970600,1,1,1,1,1,1,1,1,0,13
13087970700,0,1,1,1,1,1,1,1,0,13
13087970800,0,1,1,1,1,1,1,1,0,13
13089020100,0,0,0,0,0,0,0,0,0,13
13089020200,0,0,0,0,0,0,0,0,0,13
13089020300,0,0,0,0,0,0,0,0,0,13
13089020400,0,0,0,0,0,0,0,0,0,13
13089020500,0,0,0,0,0,0,0,0,0,13
13089020600,0,0,0,0,0,0,0,0,0,13
13089020700,0,0,0,0,0,0,0,0,0,13
13089020801,0,0,0,0,0,0,0,0,0,13
13089020802,0,0,0,0,0,0,0,0,0,13
13089020900,0,0,0,0,0,0,0,0,0,13
13089021101,0,0,0,0,0,0,0,0,0,13
13089021102,0,0,0,0,0,0,0,0,0,13
13089021202,0,0,0,0,0,0,0,0,0,13
13089021204,0,0,0,0,0,0,0,0,0,13
13089021208,0,0,0,0,0,0,0,0,0,13
13089021209,0,0,0,0,0,0,0,0,0,13
13089021210,0,0,0,0,0,0,0,0,0,13
13089021211,0,0,0,0,0,0,0,0,0,13
13089021213,0,0,0,0,0,0,0,0,0,13
13089021214,0,0,0,0,0,0,0,0,0,13
13089021215,0,0,0,0,0,0,0,0,0,13
13089021216,0,0,0,0,0,0,0,0,0,13
13089021217,0,0,0,0,0,0,0,0,0,13
13089021218,0,0,0,0,0,0,0,0,0,13
13089021301,0,0,0,0,0,0,0,0,0,13
13089021303,0,0,0,0,0,0,0,0,0,13
13089021305,0,0,0,0,0,0,0,0,0,13
13089021306,0,0,0,0,0,0,0,0,0,13
13089021307,0,0,0,0,0,0,0,0,0,13
13089021308,0,0,0,0,0,0,0,0,0,13
13089021405,0,0,0,0,0,0,0,0,0,13
13089021409,0,0,0,0,0,0,0,0,0,13
13089021410,0,0,0,0,0,0,0,0,0,13
13089021411,0,0,0,0,0,0,0,0,0,13
13089021412,0,0,0,0,0,0,0,0,0,13
13089021413,0,0,0,0,0,0,0,0,0,13
13089021414,0,0,0,0,0,0,0,0,0,13
13089021415,0,0,0,0,0,0,0,0,0,13
13089021416,0,0,0,0,0,0,0,0,0,13
13089021417,0,0,0,0,0,0,0,0,0,13
13089021502,0,0,0,0,0,0,0,0,0,13
13089021503,0,0,0,0,0,0,0,0,0,13
13089021504,0,0,0,0,0,0,0,0,0,13
13089021602,0,0,0,0,0,0,0,0,0,13
13089021603,0,0,0,0,0,0,0,0,0,13
13089021604,0,0,0,0,0,0,0,0,0,13
13089021605,0,0,0,0,0,0,0,0,0,13
13089021703,0,0,0,0,0,0,0,0,0,13
13089021704,0,0,0,0,0,0,0,0,0,13
13089021705,0,0,0,0,0,0,0,0,0,13
13089021706,0,0,0,0,0,0,0,0,0,13
13089021805,0,0,0,0,0,0,0,0,0,13
13089021806,0,0,0,0,0,0,0,0,0,13
13089021808,0,0,0,0,0,0,0,0,0,13
13089021809,0,0,0,0,0,0,0,0,0,13
13089021810,0,0,0,0,0,0,0,0,0,13
13089021812,0,0,0,0,0,0,0,0,0,13
13089021813,0,0,0,0,0,0,0,0,0,13
13089021814,0,0,0,0,0,0,0,0,0,13
13089021906,0,0,0,0,0,0,0,0,0,13
13089021907,0,0,0,0,0,0,0,0,0,13
13089021908,0,0,0,0,0,0,0,0,0,13
13089021909,0,0,0,0,0,0,0,0,0,13
13089021910,0,0,0,0,0,0,0,0,0,13
13089021911,0,0,0,0,0,0,0,0,0,13
13089021912,0,0,0,0,0,0,0,0,0,13
13089021913,0,0,0,0,0,0,0,0,0,13
13089022001,0,0,0,0,0,0,0,0,0,13
13089022004,0,0,0,0,0,0,0,0,0,13
13089022005,0,0,0,0,0,0,0,0,0,13
13089022007,0,0,0,0,0,0,0,0,0,13
13089022008,0,0,0,0,0,0,0,0,0,13
13089022009,0,0,0,0,0,0,0,0,0,13
13089022010,0,0,0,0,0,0,0,0,0,13
13089022100,0,0,0,0,0,0,0,0,0,13
13089022203,0,0,0,0,0,0,0,0,0,13
13089022204,0,0,0,0,0,0,0,0,0,13
13089022301,0,0,0,0,0,0,0,0,0,13
13089022302,0,0,0,0,0,0,0,0,0,13
13089022401,0,0,0,0,0,0,0,0,0,13
13089022402,0,0,0,0,0,0,0,0,0,13
13089022403,0,0,0,0,0,0,0,0,0,13
13089022500,0,0,0,0,0,0,0,0,0,13
13089022600,0,0,0,0,0,0,0,0,0,13
13089022700,0,0,0,0,0,0,0,0,0,13
13089022800,0,0,0,0,0,0,0,0,0,13
13089022900,0,0,0,0,0,0,0,0,0,13
13089023000,0,0,0,0,0,0,0,0,0,13
13089023101,0,0,0,0,0,0,0,0,0,13
13089023102,0,0,0,0,0,0,0,0,0,13
13089023107,0,0,0,0,0,0,0,0,0,13
13089023108,0,0,0,0,0,0,0,0,0,13
13089023111,0,0,0,0,0,0,0,0,0,13
13089023112,0,0,0,0,0,0,0,0,0,13
13089023113,0,0,0,0,0,0,0,0,0,13
13089023114,0,0,0,0,0,0,0,0,0,13
13089023115,0,0,0,0,0,0,0,0,0,13
13089023204,0,0,0,0,0,0,0,0,0,13
13089023206,0,0,0,0,0,0,0,0,0,13
13089023208,0,0,0,0,0,0,0,0,0,13
13089023209,0,0,0,0,0,0,0,0,0,13
13089023210,0,0,0,0,0,0,0,0,0,13
13089023211,0,0,0,0,0,0,0,0,0,13
13089023212,0,0,0,0,0,0,0,0,0,13
13089023213,0,0,0,0,0,0,0,0,0,13
13089023214,0,0,0,0,0,0,0,0,0,13
13089023303,0,0,0,0,0,0,0,0,0,13
13089023306,0,0,0,0,0,0,0,0,0,13
13089023309,0,0,0,0,0,0,0,0,0,13
13089023310,0,0,0,0,0,0,0,0,0,13
13089023311,0,0,0,0,0,0,0,0,0,13
13089023312,0,0,0,0,0,0,0,0,0,13
13089023313,0,0,0,0,0,0,0,0,0,13
13089023314,0,0,0,0,0,0,0,0,0,13
13089023315,0,0,0,0,0,0,0,0,0,13
13089023316,0,0,0,0,0,0,0,0,0,13
13089023410,0,0,0,0,0,0,0,0,0,13
13089023411,0,0,0,0,0,0,0,0,0,13
13089023412,0,0,0,0,0,0,0,0,0,13
13089023413,0,0,0,0,0,0,0,0,0,13
13089023414,0,0,0,0,0,0,0,0,0,13
13089023416,0,0,0,0,0,0,0,0,0,13
13089023418,0,0,0,0,0,0,0,0,0,13
13089023419,0,0,0,0,0,0,0,0,0,13
13089023421,0,0,0,0,0,0,0,0,0,13
13089023422,0,0,0,0,0,0,0,0,0,13
13089023423,0,0,0,0,0,0,0,0,0,13
13089023424,0,0,0,0,0,0,0,0,0,13
13089023425,0,0,0,0,0,0,0,0,0,13
13089023426,0,0,0,0,0,0,0,0,0,13
13089023427,0,0,0,0,0,0,0,0,0,13
13089023428,0,0,0,0,0,0,0,0,0,13
13089023501,0,0,0,0,0,0,0,0,0,13
13089023504,0,0,0,0,0,0,0,0,0,13
13089023505,0,0,0,0,0,0,0,0,0,13
13089023506,0,0,0,0,0,0,0,0,0,13
13089023507,0,0,0,0,0,0,0,0,0,13
13089023601,0,0,0,0,0,0,0,0,0,13
13089023602,0,0,0,0,0,0,0,0,0,13
13089023603,0,0,0,0,0,0,0,0,0,13
13089023700,0,0,0,0,0,0,0,0,0,13
13089023801,0,0,0,0,0,0,0,0,0,13
13089023802,0,0,0,0,0,0,0,0,0,13
13089023803,0,0,0,0,0,0,0,0,0,13
13089980000,1,1,0,0,0,0,0,0,0,13
13091960100,1,1,1,1,1,1,1,1,0,13
13091960200,0,1,1,1,1,1,1,1,0,13
13091960300,1,1,1,1,1,1,1,1,0,13
13091960400,1,1,1,1,1,1,1,1,0,13
13091960500,1,1,1,1,1,1,1,1,0,13
13091960600,1,1,1,1,1,1,1,1,0,13
13093970100,0,1,1,1,1,1,1,1,0,13
13093970200,1,1,1,1,1,1,1,1,0,13
13093970300,1,1,1,1,1,1,1,1,0,13
13095000100,0,0,0,0,0,0,0,0,0,13
13095000200,0,0,0,0,0,0,0,0,0,13
13095000400,0,0,0,0,0,0,0,0,0,13
13095000501,0,0,0,0,0,0,0,0,0,13
13095000502,0,0,0,0,0,0,0,0,0,13
13095000600,0,0,0,0,0,0,0,0,0,13
13095000700,0,0,0,0,0,0,0,0,0,13
13095000800,0,0,0,0,0,0,0,0,0,13
13095000900,0,0,0,0,0,0,0,0,0,13
13095001000,0,0,0,0,0,0,0,0,0,13
13095001100,0,0,0,0,0,0,0,0,0,13
13095001403,0,0,0,0,0,0,0,0,0,13
13095001500,0,0,0,0,0,0,0,0,0,13
13095010302,0,0,0,0,0,0,0,0,0,13
13095010401,0,0,0,0,0,0,0,0,0,13
13095010402,0,0,0,0,0,0,0,0,0,13
13095010403,0,1,0,0,0,0,0,0,0,13
13095010500,0,0,0,0,0,0,0,0,0,13
13095010601,0,0,0,0,0,0,0,0,0,13
13095010602,0,0,0,0,0,0,0,0,0,13
13095010700,0,0,0,0,0,0,0,0,0,13
13095010900,0,0,0,0,0,0,0,0,0,13
13095011000,0,1,0,0,0,0,0,0,0,13
13095011200,0,0,0,0,0,0,0,0,0,13
13095011300,0,0,0,0,0,0,0,0,0,13
13095011400,0,0,0,0,0,0,0,0,0,13
13095011600,0,1,0,0,0,0,0,0,0,13
13097080102,0,0,0,0,0,0,0,0,0,13
13097080103,0,0,0,0,0,0,0,0,0,13
13097080201,0,0,0,0,0,0,0,0,0,13
13097080202,0,0,0,0,0,0,0,0,0,13
13097080301,0,0,0,0,0,0,0,0,0,13
13097080303,0,0,0,0,0,0,0,0,0,13
13097080304,0,0,0,0,0,0,0,0,0,13
13097080402,0,0,0,0,0,0,0,0,0,13
13097080403,0,0,0,0,0,0,0,0,0,13
13097080404,0,0,0,0,0,0,0,0,0,13
13097080505,0,0,0,0,0,0,0,0,0,13
13097080506,0,0,0,0,0,0,0,0,0,13
13097080507,0,0,0,0,0,0,0,0,0,13
13097080508,0,0,0,0,0,0,0,0,0,13
13097080509,0,0,0,0,0,0,0,0,0,13
13097080510,0,0,0,0,0,0,0,0,0,13
13097080511,0,0,0,0,0,0,0,0,0,13
13097080602,0,0,0,0,0,0,0,0,0,13
13097080603,0,0,0,0,0,0,0,0,0,13
13097080604,0,0,0,0,0,0,0,0,0,13
13099090100,0,1,1,1,1,1,1,1,0,13
13099090200,1,1,1,1,1,1,1,1,0,13
13099090300,1,1,1,1,1,1,1,1,0,13
13099090400,1,1,1,1,1,1,1,1,0,13
13099090500,0,1,1,1,1,1,1,1,0,13
13101880100,0,1,1,0,0,0,0,0,0,13
13101880200,1,1,1,0,0,0,0,0,0,13
13103030100,0,1,0,0,0,0,0,0,0,13
13103030202,0,1,0,0,0,0,0,0,0,13
13103030203,0,1,0,0,0,0,0,0,0,13
13103030204,0,1,0,0,0,0,0,0,0,13
13103030301,0,1,0,0,0,0,0,0,0,13
13103030303,0,1,0,0,0,0,0,0,0,13
13103030304,0,0,0,0,0,0,0,0,0,13
13103030305,0,0,0,0,0,0,0,0,0,13
13103030401,0,1,0,0,0,0,0,0,0,13
13103030402,0,0,0,0,0,0,0,0,0,13
13105000100,0,1,1,1,1,1,1,1,0,13
13105000200,1,1,1,1,1,1,1,1,0,13
13105000300,0,1,1,1,1,1,1,1,0,13
13105000400,0,1,1,1,1,1,1,1,0,13
13105000500,1,1,1,1,1,1,1,1,0,13
13107970100,1,1,1,1,1,1,1,1,1,13
13107970200,1,1,1,1,1,1,1,1,0,13
13107970300,1,1,1,1,1,1,1,1,1,13
13107970400,1,1,1,1,1,1,1,1,1,13
13107970500,1,1,1,1,1,1,1,1,1,13
13107970600,1,1,1,1,1,1,1,1,1,13
13109970100,1,1,1,1,1,1,1,1,0,13
13109970200,1,1,1,1,1,1,1,1,0,13
13109970300,1,1,1,1,1,1,1,1,0,13
13111050100,1,1,1,1,1,1,1,1,0,13
13111050200,1,1,1,1,1,1,1,1,0,13
13111050300,0,1,1,1,1,1,1,1,0,13
13111050400,1,1,1,1,1,1,1,1,0,13
13111050500,1,1,1,1,1,1,1,1,0,13
13113140101,0,0,0,0,0,0,0,0,0,13
13113140102,0,0,0,0,0,0,0,0,0,13
13113140203,0,0,0,0,0,0,0,0,0,13
13113140204,0,0,0,0,0,0,0,0,0,13
13113140206,0,0,0,0,0,0,0,0,0,13
13113140207,0,0,0,0,0,0,0,0,0,13
13113140208,0,0,0,0,0,0,0,0,0,13
13113140303,0,0,0,0,0,0,0,0,0,13
13113140304,0,0,0,0,0,0,0,0,0,13
13113140305,0,0,0,0,0,0,0,0,0,13
13113140306,0,0,0,0,0,0,0,0,0,13
13113140307,0,0,0,0,0,0,0,0,0,13
13113140403,0,0,0,0,0,0,0,0,0,13
13113140404,0,0,0,0,0,0,0,0,0,13
13113140405,0,0,0,0,0,0,0,0,0,13
13113140406,0,0,0,0,0,0,0,0,0,13
13113140407,0,0,0,0,0,0,0,0,0,13
13113140408,0,0,0,0,0,0,0,0,0,13
13113140501,0,0,0,0,0,0,0,0,0,13
13113140502,0,1,0,0,0,0,0,0,0,13
13115000100,0,1,0,0,0,0,0,0,0,13
13115000201,0,0,0,0,0,0,0,0,0,13
13115000202,0,1,0,0,0,0,0,0,0,13
13115000300,0,0,0,0,0,0,0,0,0,13
13115000400,0,0,0,0,0,0,0,0,0,13
13115000500,0,0,0,0,0,0,0,0,0,13
13115000600,0,0,0,0,0,0,0,0,0,13
13115000700,0,0,0,0,0,0,0,0,0,13
13115000800,0,0,0,0,0,0,0,0,0,13
13115000900,0,0,0,0,0,0,0,0,0,13
13115001100,0,0,0,0,0,0,0,0,0,13
13115001200,0,0,0,0,0,0,0,0,0,13
13115001300,0,0,0,0,0,0,0,0,0,13
13115001400,0,1,0,0,0,0,0,0,0,13
13115001600,0,0,0,0,0,0,0,0,0,13
13115001701,0,0,0,0,0,0,0,0,0,13
13115001702,0,0,0,0,0,0,0,0,0,13
13115001800,0,0,0,0,0,0,0,0,0,13
13115002000,0,1,0,0,0,0,0,0,0,13
13115002100,0,0,0,0,0,0,0,0,0,13
13117130101,0,0,0,0,0,0,0,0,0,13
13117130102,0,0,0,0,0,0,0,0,0,13
13117130103,0,0,0,0,0,0,0,0,0,13
13117130104,0,0,0,0,0,0,0,0,0,13
13117130105,0,0,0,0,0,0,0,0,0,13
13117130201,0,0,0,0,0,0,0,0,0,13
13117130202,0,0,0,0,0,0,0,0,0,13
13117130203,0,0,0,0,0,0,0,0,0,13
13117130204,0,0,0,0,0,0,0,0,0,13
13117130205,0,0,0,0,0,0,0,0,0,13
13117130301,0,0,0,0,0,0,0,0,0,13
13117130302,0,0,0,0,0,0,0,0,0,13
13117130303,0,0,0,0,0,0,0,0,0,13
13117130304,0,0,0,0,0,0,0,0,0,13
13117130305,0,0,0,0,0,0,0,0,0,13
13117130306,0,0,0,0,0,0,0,0,0,13
13117130307,0,0,0,0,0,0,0,0,0,13
13117130403,0,0,0,0,0,0,0,0,0,13
13117130404,0,0,0,0,0,0,0,0,0,13
13117130405,0,0,0,0,0,0,0,0,0,13
13117130406,0,0,0,0,0,0,0,0,0,13
13117130408,0,0,0,0,0,0,0,0,0,13
13117130409,0,0,0,0,0,0,0,0,0,13
13117130410,0,0,0,0,0,0,0,0,0,13
13117130503,0,0,0,0,0,0,0,0,0,13
13117130504,0,0,0,0,0,0,0,0,0,13
13117130505,0,0,0,0,0,0,0,0,0,13
13117130506,0,0,0,0,0,0,0,0,0,13
13117130507,0,0,0,0,0,0,0,0,0,13
13117130508,0,0,0,0,0,0,0,0,0,13
13117130509,0,0,0,0,0,0,0,0,0,13
13117130510,0,0,0,0,0,0,0,0,0,13
13117130601,0,0,0,0,0,0,0,0,0,13
13117130602,0,0,0,0,0,0,0,0,0,13
13117130603,0,0,0,0,0,0,0,0,0,13
13117130604,0,0,0,0,0,0,0,0,0,13
13117130605,0,0,0,0,0,0,0,0,0,13
13117130606,0,0,0,0,0,0,0,0,0,13
13117130607,0,0,0,0,0,0,0,0,0,13
13117130608,0,0,0,0,0,0,0,0,0,13
13117130609,0,0,0,0,0,0,0,0,0,13
13117130610,0,0,0,0,0,0,0,0,0,13
13117130611,0,0,0,0,0,0,0,0,0,13
13117130612,0,0,0,0,0,0,0,0,0,13
13117130613,0,0,0,0,0,0,0,0,0,13
13119890101,1,1,1,1,1,1,1,1,0,13
13119890102,1,1,1,1,1,1,1,1,0,13
13119890200,1,1,1,1,1,1,1,1,0,13
13119890300,0,1,1,1,1,1,1,1,0,13
13119890400,1,1,1,1,1,1,1,1,0,13
13121000100,0,0,0,0,0,0,0,0,0,13
13121000200,0,0,0,0,0,0,0,0,0,13
13121000400,0,0,0,0,0,0,0,0,0,13
13121000500,0,0,0,0,0,0,0,0,0,13
13121000600,0,0,0,0,0,0,0,0,0,13
13121000700,0,0,0,0,0,0,0,0,0,13
13121001001,0,0,0,0,0,0,0,0,0,13
13121001002,0,0,0,0,0,0,0,0,0,13
13121001100,0,0,0,0,0,0,0,0,0,13
13121001201,0,0,0,0,0,0,0,0,0,13
13121001202,0,0,0,0,0,0,0,0,0,13
13121001300,0,0,0,0,0,0,0,0,0,13
13121001400,0,0,0,0,0,0,0,0,0,13
13121001500,0,0,0,0,0,0,0,0,0,13
13121001600,0,0,0,0,0,0,0,0,0,13
13121001700,0,0,0,0,0,0,0,0,0,13
13121001800,0,0,0,0,0,0,0,0,0,13
13121001900,0,0,0,0,0,0,0,0,0,13
13121002100,0,0,0,0,0,0,0,0,0,13
13121002300,0,0,0,0,0,0,0,0,0,13
13121002400,0,0,0,0,0,0,0,0,0,13
13121002500,0,0,0,0,0,0,0,0,0,13
13121002600,0,0,0,0,0,0,0,0,0,13
13121002800,0,0,0,0,0,0,0,0,0,13
13121002900,0,0,0,0,0,0,0,0,0,13
13121003000,0,0,0,0,0,0,0,0,0,13
13121003100,0,0,0,0,0,0,0,0,0,13
13121003200,0,0,0,0,0,0,0,0,0,13
13121003500,0,0,0,0,0,0,0,0,0,13
13121003600,0,0,0,0,0,0,0,0,0,13
13121003700,1,1,0,0,0,0,0,0,0,13
13121003800,0,0,0,0,0,0,0,0,0,13
13121003900,0,0,0,0,0,0,0,0,0,13
13121004000,0,0,0,0,0,0,0,0,0,13
13121004100,0,0,0,0,0,0,0,0,0,13
13121004200,0,0,0,0,0,0,0,0,0,13
13121004300,0,0,0,0,0,0,0,0,0,13
13121004400,0,0,0,0,0,0,0,0,0,13
13121004800,0,0,0,0,0,0,0,0,0,13
13121004900,0,0,0,0,0,0,0,0,0,13
13121005000,0,0,0,0,0,0,0,0,0,13
13121005200,0,0,0,0,0,0,0,0,0,13
13121005300,0,0,0,0,0,0,0,0,0,13
13121005501,0,0,0,0,0,0,0,0,0,13
13121005502,0,0,0,0,0,0,0,0,0,13
13121005700,0,0,0,0,0,0,0,0,0,13
13121005800,0,0,0,0,0,0,0,0,0,13
13121006000,0,0,0,0,0,0,0,0,0,13
13121006100,0,0,0,0,0,0,0,0,0,13
13121006200,0,0,0,0,0,0,0,0,0,13
13121006300,0,0,0,0,0,0,0,0,0,13
13121006400,0,0,0,0,0,0,0,0,0,13
13121006500,0,0,0,0,0,0,0,0,0,13
13121006601,0,0,0,0,0,0,0,0,0,13
13121006602,0,0,0,0,0,0,0,0,0,13
13121006700,0,0,0,0,0,0,0,0,0,13
13121006801,0,0,0,0,0,0,0,0,0,13
13121006802,0,0,0,0,0,0,0,0,0,13
13121006900,0,0,0,0,0,0,0,0,0,13
13121007001,0,0,0,0,0,0,0,0,0,13
13121007002,0,0,0,0,0,0,0,0,0,13
13121007100,0,0,0,0,0,0,0,0,0,13
13121007200,0,0,0,0,0,0,0,0,0,13
13121007300,0,0,0,0,0,0,0,0,0,13
13121007400,0,0,0,0,0,0,0,0,0,13
13121007500,0,0,0,0,0,0,0,0,0,13
13121007602,0,0,0,0,0,0,0,0,0,13
13121007603,0,0,0,0,0,0,0,0,0,13
13121007604,0,0,0,0,0,0,0,0,0,13
13121007703,0,0,0,0,0,0,0,0,0,13
13121007704,0,0,0,0,0,0,0,0,0,13
13121007705,0,0,0,0,0,0,0,0,0,13
13121007706,0,0,0,0,0,0,0,0,0,13
13121007802,0,0,0,0,0,0,0,0,0,13
13121007805,0,0,0,0,0,0,0,0,0,13
13121007806,0,0,0,0,0,0,0,0,0,13
13121007807,0,0,0,0,0,0,0,0,0,13
13121007808,0,0,0,0,0,0,0,0,0,13
13121007900,0,0,0,0,0,0,0,0,0,13
13121008000,0,0,0,0,0,0,0,0,0,13
13121008101,0,0,0,0,0,0,0,0,0,13
13121008102,0,0,0,0,0,0,0,0,0,13
13121008201,0,0,0,0,0,0,0,0,0,13
13121008202,0,0,0,0,0,0,0,0,0,13
13121008301,0,0,0,0,0,0,0,0,0,13
13121008302,0,0,0,0,0,0,0,0,0,13
13121008400,0,0,0,0,0,0,0,0,0,13
13121008500,0,0,0,0,0,0,0,0,0,13
13121008601,0,0,0,0,0,0,0,0,0,13
13121008602,0,0,0,0,0,0,0,0,0,13
13121008700,0,0,0,0,0,0,0,0,0,13
13121008800,0,0,0,0,0,0,0,0,0,13
13121008902,0,0,0,0,0,0,0,0,0,13
13121008903,0,0,0,0,0,0,0,0,0,13
13121008904,0,0,0,0,0,0,0,0,0,13
13121009000,0,0,0,0,0,0,0,0,0,13
13121009101,0,0,0,0,0,0,0,0,0,13
13121009102,0,0,0,0,0,0,0,0,0,13
13121009200,0,0,0,0,0,0,0,0,0,13
13121009300,0,0,0,0,0,0,0,0,0,13
13121009402,0,0,0,0,0,0,0,0,0,13
13121009403,0,0,0,0,0,0,0,0,0,13
13121009404,0,0,0,0,0,0,0,0,0,13
13121009501,0,0,0,0,0,0,0,0,0,13
13121009502,0,0,0,0,0,0,0,0,0,13
13121009601,0,0,0,0,0,0,0,0,0,13
13121009602,0,0,0,0,0,0,0,0,0,13
13121009603,0,0,0,0,0,0,0,0,0,13
13121009700,0,0,0,0,0,0,0,0,0,13
13121009801,0,0,0,0,0,0,0,0,0,13
13121009802,0,0,0,0,0,0,0,0,0,13
13121009900,0,0,0,0,0,0,0,0,0,13
13121010001,0,0,0,0,0,0,0,0,0,13
13121010002,0,0,0,0,0,0,0,0,0,13
13121010106,0,0,0,0,0,0,0,0,0,13
13121010107,0,0,0,0,0,0,0,0,0,13
13121010108,0,0,0,0,0,0,0,0,0,13
13121010110,0,0,0,0,0,0,0,0,0,13
13121010113,0,0,0,0,0,0,0,0,0,13
13121010114,0,0,0,0,0,0,0,0,0,13
13121010115,0,0,0,0,0,0,0,0,0,13
13121010117,0,0,0,0,0,0,0,0,0,13
13121010118,0,0,0,0,0,0,0,0,0,13
13121010119,0,0,0,0,0,0,0,0,0,13
13121010120,0,0,0,0,0,0,0,0,0,13
13121010121,0,0,0,0,0,0,0,0,0,13
13121010122,0,0,0,0,0,0,0,0,0,13
13121010123,0,0,0,0,0,0,0,0,0,13
13121010204,0,0,0,0,0,0,0,0,0,13
13121010205,0,0,0,0,0,0,0,0,0,13
13121010206,0,0,0,0,0,0,0,0,0,13
13121010208,0,0,0,0,0,0,0,0,0,13
13121010209,0,0,0,0,0,0,0,0,0,13
13121010210,0,0,0,0,0,0,0,0,0,13
13121010211,0,0,0,0,0,0,0,0,0,13
13121010212,0,0,0,0,0,0,0,0,0,13
13121010301,0,0,0,0,0,0,0,0,0,13
13121010303,0,0,0,0,0,0,0,0,0,13
13121010304,0,0,0,0,0,0,0,0,0,13
13121010400,0,0,0,0,0,0,0,0,0,13
13121010507,0,0,0,0,0,0,0,0,0,13
13121010508,0,0,0,0,0,0,0,0,0,13
13121010510,0,0,0,0,0,0,0,0,0,13
13121010511,0,0,0,0,0,0,0,0,0,13
13121010512,0,0,0,0,0,0,0,0,0,13
13121010513,0,0,0,0,0,0,0,0,0,13
13121010514,0,0,0,0,0,0,0,0,0,13
13121010515,0,0,0,0,0,0,0,0,0,13
13121010516,0,0,0,0,0,0,0,0,0,13
13121010601,0,0,0,0,0,0,0,0,0,13
13121010603,0,0,0,0,0,0,0,0,0,13
13121010604,0,0,0,0,0,0,0,0,0,13
13121010800,0,0,0,0,0,0,0,0,0,13
13121011000,0,0,0,0,0,0,0,0,0,13
13121011100,0,0,0,0,0,0,0,0,0,13
13121011201,0,0,0,0,0,0,0,0,0,13
13121011202,0,0,0,0,0,0,0,0,0,13
13121011301,0,0,0,0,0,0,0,0,0,13
13121011303,0,0,0,0,0,0,0,0,0,13
13121011305,0,0,0,0,0,0,0,0,0,13
13121011306,0,0,0,0,0,0,0,0,0,13
13121011405,0,0,0,0,0,0,0,0,0,13
13121011410,0,0,0,0,0,0,0,0,0,13
13121011411,0,0,0,0,0,0,0,0,0,13
13121011412,0,0,0,0,0,0,0,0,0,13
13121011414,0,0,0,0,0,0,0,0,0,13
13121011416,0,0,0,0,0,0,0,0,0,13
13121011417,0,0,0,0,0,0,0,0,0,13
13121011418,0,0,0,0,0,0,0,0,0,13
13121011419,0,0,0,0,0,0,0,0,0,13
13121011420,0,0,0,0,0,0,0,0,0,13
13121011421,0,0,0,0,0,0,0,0,0,13
13121011422,0,0,0,0,0,0,0,0,0,13
13121011423,0,0,0,0,0,0,0,0,0,13
13121011424,0,0,0,0,0,0,0,0,0,13
13121011425,0,0,0,0,0,0,0,0,0,13
